CHG_ATM 1 1 MOLEC CI 8.000000e-02 1.554044e+01 
CHG_ATM 1 2 MOLEC I1 -2.000000e-02 1.357686e+01 
CHG_ATM 1 3 MOLEC I2 -2.000000e-02 1.937896e+01 
CHG_ATM 1 4 MOLEC I3 -2.000000e-02 1.522479e+01 
CHG_ATM 1 5 MOLEC I4 -2.000000e-02 1.537909e+01 
C06_NRM 45 45 CCl4 CCl4 1.426100e-03 1.784160e+03 
C06_NEI 45 45 CCl4 CCl4 1.426100e-03 0.000000e+00 
C12_NRM 45 45 CCl4 CCl4 1.783600e-06 -4.362698e+04 
C12_NEI 45 45 CCl4 CCl4 1.783600e-06 0.000000e+00 
C06_NRM 45 67 CCl4 I 7.599800e-03 2.102703e+04 
C06_NEI 45 67 CCl4 I 7.599800e-03 0.000000e+00 
C12_NRM 45 67 CCl4 I 1.977900e-05 -1.356794e+06 
C12_NEI 45 67 CCl4 I 1.977900e-05 0.000000e+00 
C06_NRM 67 67 I I 4.050100e-02 6.759003e+04 
C06_NEI 67 67 I I 4.050100e-02 0.000000e+00 
C12_NRM 67 67 I I 1.601500e-04 -1.188688e+07 
C12_NEI 67 67 I I 1.601500e-04 0.000000e+00 
